41,79,142,150,6,25,6,0,235,79,91,47,0,6,0,0,0,1,17,6,5,1,13,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
42,80,142,150,6,25,5,0,235,77,90,47,0,6,0,0,0,1,17,6,5,1,13,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
42,78,142,144,6,24,6,0,234,74,90,47,0,6,0,0,1,1,16,6,4,1,14,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
43,77,142,145,5,24,5,0,234,73,90,47,0,6,0,0,1,1,16,6,4,1,14,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
43,75,142,144,5,24,5,0,233,73,89,47,0,6,0,0,0,1,18,6,5,1,14,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
43,77,142,143,6,23,5,0,233,71,89,47,0,6,0,0,0,1,18,6,5,1,14,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
43,82,144,144,6,21,5,0,232,68,87,46,0,6,0,0,1,1,18,6,5,1,14,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
43,82,145,147,7,22,5,0,231,68,87,46,0,6,0,0,1,1,15,6,4,1,13,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
44,78,145,146,6,22,5,0,231,70,88,47,0,6,0,0,1,1,15,6,4,1,13,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
44,81,145,148,6,22,5,0,231,71,88,48,0,6,0,0,0,1,16,6,5,1,14,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
44,83,145,147,6,21,5,0,230,71,88,47,0,6,0,0,0,1,16,6,5,1,14,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
43,84,147,150,7,24,5,0,229,72,90,46,0,6,0,0,0,1,13,6,4,1,13,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
43,86,147,149,7,22,5,0,228,74,92,47,0,6,0,0,0,1,13,6,4,1,13,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
44,81,147,147,6,20,6,0,220,75,93,48,0,6,0,0,1,1,14,5,4,1,12,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
45,85,147,144,5,17,6,0,212,75,92,48,0,6,0,0,1,1,14,5,4,1,12,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
46,89,146,130,5,16,8,0,210,75,91,44,0,5,0,0,0,1,14,6,4,0,9,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
