74,97,134,75,52,12,0,9,87,92,93,74,0,20,1,0,2,43,87,0,76,0,80,0,0.0,0.0,-99,-99,-99,huit
74,97,134,75,52,12,0,9,88,92,94,74,0,20,1,0,1,43,87,0,76,0,80,0,0.0,0.0,0.03662109375,0.858154296875,0.505859375,0.0,0.0,huit
74,97,135,76,52,12,0,9,88,92,94,74,0,20,1,0,1,43,87,0,76,0,80,0,0.0,0.0,0.031005859375,0.85693359375,0.508056640625,0.0,0.0,huit
74,98,135,76,52,12,0,9,88,92,94,74,0,20,0,0,2,43,87,0,76,0,80,0,0.0,0.0,0.029052734375,0.861083984375,0.504638671875,0.0,0.0,huit
74,98,135,75,52,12,0,9,88,92,94,74,0,20,0,0,1,42,87,0,75,0,80,0,0.0,0.0,0.030517578125,0.854736328125,0.511474609375,0.0,0.0,huit
74,98,135,76,52,12,0,9,88,92,94,74,0,20,0,0,1,42,87,0,75,0,81,0,0.0,0.0,0.03271484375,0.857177734375,0.506591796875,0.0,0.0,huit
74,97,135,76,52,12,0,9,88,92,94,74,0,20,0,0,1,43,87,0,76,0,80,0,0.0,0.0,0.026611328125,0.85791015625,0.4970703125,0.0,0.0,huit
74,98,135,76,52,12,0,9,88,92,94,74,0,20,0,0,2,43,87,0,76,0,81,0,0.0,0.0,0.023681640625,0.865234375,0.49462890625,0.0,0.0,huit
74,97,135,76,52,12,0,9,88,92,94,74,0,20,0,0,2,43,87,0,76,0,81,0,0.0,0.0,0.026611328125,0.865966796875,0.498291015625,0.0,0.0,huit
73,97,135,76,52,12,0,9,88,93,94,74,0,20,0,0,2,43,87,0,76,0,81,0,0.0,0.0,0.02392578125,0.869873046875,0.4912109375,0.0,0.0,huit
74,97,136,77,52,12,0,9,89,93,95,75,0,20,0,0,2,42,87,0,75,0,81,0,0.0,0.0,0.033203125,0.88525390625,0.484130859375,0.0,0.0,huit
73,98,137,77,53,11,0,8,87,92,96,76,0,20,0,0,2,42,87,0,75,0,81,0,0.0,0.0,0.012939453125,0.858642578125,0.49609375,0.0,0.0,huit
73,97,137,77,53,11,0,9,87,93,97,76,0,17,0,0,1,41,87,0,75,0,78,0,0.0,0.0,0.01220703125,0.86767578125,0.50390625,0.0,0.0,huit
73,97,136,77,53,11,0,9,86,93,97,76,0,17,0,0,1,41,87,0,75,0,78,0,0.0,0.0,0.007568359375,0.859130859375,0.507080078125,0.0,0.0,huit
74,96,137,77,53,11,0,9,87,94,98,77,0,15,0,0,0,39,87,0,73,0,77,0,0.0,0.0,0.00830078125,0.85986328125,0.502685546875,0.0,0.0,huit
74,95,137,78,53,11,0,9,88,94,98,77,0,15,0,0,0,35,87,0,72,0,76,0,0.0,0.0,0.003662109375,0.855712890625,0.5048828125,0.0,0.10999999940395355,huit
75,95,137,78,53,11,0,9,89,94,98,77,0,14,0,0,0,31,87,0,71,0,75,0,0.0,0.0,-0.0009765625,0.857421875,0.5068359375,0.0,0.3100000023841858,huit
75,94,137,78,51,11,0,8,90,93,98,76,0,13,0,0,0,29,86,0,69,0,72,0,0.0,0.0,0.00244140625,0.857177734375,0.514892578125,0.0,0.46000000834465027,huit
75,93,137,77,50,11,0,8,90,92,97,77,0,13,0,0,0,24,85,0,69,0,69,0,0.004416609565420042,0.0,-0.0029296875,0.855712890625,0.521484375,0.0,0.6700000166893005,huit
75,91,135,77,50,11,0,9,90,91,95,77,0,12,0,0,0,17,84,0,70,0,68,0,0.023187595099205538,0.013356682371779081,-0.00146484375,0.85400390625,0.521484375,0.0,0.7900000214576721,huit
76,92,133,74,49,11,0,9,89,90,89,81,0,11,1,0,0,11,80,0,70,0,64,0,0.03470249641508649,-0.012721408097463895,0.00390625,0.840087890625,0.538818359375,0.0,0.9200000166893005,huit
77,92,133,73,46,10,0,9,87,89,87,82,0,11,1,0,0,7,77,0,68,0,61,0,0.05631256172060617,-0.013356682371779081,0.033447265625,0.757568359375,0.642822265625,0.0,1.0,huit
78,91,131,71,45,9,0,9,86,87,86,82,0,11,0,0,0,5,74,0,68,0,59,0,0.07287484759093132,0.0,0.044921875,0.72314453125,0.6806640625,0.0,1.0,huit
81,90,131,69,44,10,0,9,85,86,85,83,0,11,1,0,0,3,72,0,65,0,55,0,0.09274998551607183,0.0,0.044921875,0.683349609375,0.7333984375,0.0,1.0,huit
82,91,131,67,38,9,0,9,81,86,87,84,0,9,1,0,0,1,67,0,58,0,49,0,0.13581252110004272,0.013357478502337093,0.06298828125,0.6533203125,0.763427734375,0.0,1.0,huit
82,89,129,63,36,8,0,8,81,84,86,84,0,9,1,0,0,1,67,0,58,0,49,0,0.15900001747906067,-0.026713762808837166,0.056884765625,0.61962890625,0.794189453125,0.0,1.0,huit
83,93,129,64,34,8,0,8,81,85,88,85,0,9,0,0,0,0,62,0,50,0,44,0,0.17887495796382602,0.026713762808837166,0.0546875,0.611328125,0.816162109375,0.0,1.0,huit
84,94,129,62,33,8,0,7,81,86,90,86,0,9,0,0,0,0,60,0,48,0,41,0,0.20537505959719038,1.9903263950317518e-07,0.051513671875,0.5986328125,0.817626953125,0.0,1.0,huit
83,94,129,61,33,9,0,7,81,86,88,85,0,9,0,0,0,0,60,0,48,0,41,0,0.23187502857530268,0.026713899643776826,0.056884765625,0.58984375,0.822509765625,0.0,1.0,huit
83,91,129,61,33,10,0,8,82,85,88,83,0,9,0,0,0,0,61,0,51,0,40,0,0.2550625588893851,0.013357478502337093,0.05419921875,0.586181640625,0.827880859375,0.0,1.0,huit
83,93,129,62,32,10,0,8,82,86,90,83,0,8,0,0,0,0,62,0,50,0,40,0,0.2782499565482155,0.026713364743558163,0.05322265625,0.58984375,0.82373046875,0.0,1.0,huit
84,93,128,62,32,10,0,8,83,87,91,83,0,9,1,0,0,0,62,0,50,0,40,0,0.2848752657770959,-0.026713364743558163,0.04541015625,0.580322265625,0.810791015625,0.0,1.0,huit
86,95,130,62,32,10,0,7,83,88,93,85,0,8,0,0,0,0,60,0,47,0,37,0,0.2915007724463514,-0.026710976351884123,0.04541015625,0.580322265625,0.810791015625,0.0,1.0,huit
88,96,129,61,29,10,0,7,82,88,94,84,0,8,0,0,0,0,58,0,45,0,34,0,0.28818792039153607,0.013359070763453119,0.0439453125,0.576904296875,0.812744140625,0.0,1.0,huit
89,97,129,60,29,10,0,7,82,88,95,85,0,8,0,0,0,0,58,0,45,0,34,0,0.28156182140115504,-0.013359070763453119,0.0478515625,0.58935546875,0.822998046875,0.0,1.0,huit
88,97,128,60,28,10,0,7,83,88,95,85,0,8,0,0,0,0,57,0,44,0,33,0,0.28045852458475906,0.00890604717563545,0.04833984375,0.588623046875,0.819091796875,0.0,1.0,huit
88,97,128,60,30,10,0,8,82,89,95,84,0,8,0,0,0,0,57,0,44,0,33,0,0.28487447601559523,-0.053428321748232345,0.050048828125,0.560791015625,0.82958984375,0.0,1.0,huit
88,98,130,62,30,10,0,7,83,89,95,85,0,8,0,0,0,0,58,0,47,0,35,0,0.281563006043406,-0.04006925098477923,0.042236328125,0.560791015625,0.84130859375,0.0,1.0,huit
88,98,129,62,31,10,0,7,82,89,94,84,0,8,0,0,0,0,59,0,48,0,36,0,0.26831278246639556,0.013359070763453119,0.0390625,0.576904296875,0.82861328125,0.0,1.0,huit
88,98,129,63,31,10,0,8,83,89,95,85,0,8,0,0,0,0,58,0,49,0,37,0,0.2782495616674652,-0.053426729487116326,0.04150390625,0.58837890625,0.82666015625,0.0,1.0,huit
88,98,129,63,31,11,0,7,82,89,94,85,0,8,0,0,0,0,58,0,49,0,37,0,0.2782495616674652,-0.026714957004674186,0.043212890625,0.58154296875,0.83203125,0.0,1.0,huit
88,98,130,63,32,10,0,8,83,89,95,84,0,8,0,0,0,0,59,0,48,0,36,0,0.2683119927048949,0.013355886241221068,0.043212890625,0.58154296875,0.83203125,0.0,1.0,huit
88,98,130,64,31,11,0,7,83,89,95,85,0,8,0,0,0,0,59,0,47,0,36,0,0.28818752551078575,-0.04007243550701128,0.046142578125,0.5703125,0.824462890625,0.0,1.0,huit
87,98,129,64,32,10,0,7,83,88,94,85,0,9,1,0,0,0,59,0,49,0,37,0,0.2755515520861375,-0.015832701412192986,0.045654296875,0.57177734375,0.82373046875,0.0,1.0,huit
88,99,130,65,32,10,0,7,83,89,95,85,0,9,0,0,0,0,60,0,48,0,38,0,0.28487487089634556,0.0,0.037109375,0.589111328125,0.827392578125,0.0,1.0,huit
87,98,129,65,32,10,0,8,83,89,95,85,0,9,0,0,0,0,60,0,48,0,38,0,0.28487487089634556,0.0,0.04541015625,0.564697265625,0.81982421875,0.0,1.0,huit
88,99,130,66,33,11,0,8,84,90,96,85,0,9,0,0,0,0,60,0,49,0,38,0,0.27493710449340014,0.013358274632895106,0.04541015625,0.564697265625,0.81982421875,0.0,1.0,huit
88,98,130,66,33,11,0,8,84,89,95,85,0,9,0,0,0,0,60,0,49,0,38,0,0.26831238758564524,0.013357478502337093,0.0498046875,0.567138671875,0.828369140625,0.0,1.0,huit
88,99,130,67,33,11,0,7,84,89,95,85,0,9,0,0,0,0,60,0,49,0,38,0,0.2848755619376586,-0.026715355069953192,0.0498046875,0.567138671875,0.828369140625,0.0,1.0,huit
88,99,130,67,33,11,0,7,84,90,95,85,0,9,0,0,0,0,61,0,50,0,39,0,0.27493749937415046,0.013356682371779081,0.0498046875,0.567138671875,0.828369140625,0.0,1.0,huit
87,98,130,67,33,11,0,7,84,90,96,85,0,10,1,0,0,0,60,0,51,0,40,0,0.2881875933809147,-0.013357204832457777,0.0498046875,0.567138671875,0.828369140625,0.0,1.0,huit
