55,79,41,99,0,10,5,0,113,51,28,57,1,34,35,54,5,1,10,16,5,0,8,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
56,80,41,101,0,10,5,0,114,51,28,56,1,37,39,52,5,1,9,16,5,0,8,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
56,81,40,102,0,10,6,0,115,50,28,56,1,37,39,52,5,1,9,16,5,0,8,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
56,81,40,100,0,10,6,0,115,51,27,57,1,27,9,46,5,1,10,15,5,0,9,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
57,81,39,96,0,10,7,0,110,51,28,58,1,21,3,41,4,1,11,14,5,1,10,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
56,80,40,100,0,10,7,0,112,52,28,58,0,20,1,40,5,1,12,14,6,1,10,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
55,79,39,101,0,10,8,0,116,54,29,60,0,20,1,40,5,1,12,14,6,1,10,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
55,79,39,102,0,10,8,0,115,55,30,60,0,18,0,43,4,1,12,15,6,1,10,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
55,79,37,101,0,10,8,0,115,55,30,60,0,15,0,39,5,1,12,15,7,1,11,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
55,78,38,100,0,9,9,0,115,55,30,60,0,15,0,39,5,1,12,15,7,1,11,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
54,76,39,90,0,9,9,0,114,55,29,60,0,13,0,31,4,1,12,14,7,1,11,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
54,75,41,88,0,9,8,0,113,53,28,60,0,11,0,23,4,1,12,14,7,1,12,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
54,74,42,90,0,10,9,0,116,51,28,60,0,11,0,20,3,1,12,13,7,1,12,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
54,74,42,96,0,10,9,0,117,50,27,59,0,11,0,20,3,1,12,13,7,1,12,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
55,76,43,100,0,9,9,0,119,52,29,59,0,9,0,12,3,1,13,14,8,1,12,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
54,70,41,95,0,10,9,0,123,53,28,59,0,9,0,12,3,1,13,14,8,1,12,0,0.0,0.0,-99,-99,-99,0.0,0.0,huit
52,65,40,98,0,10,10,1,132,52,28,58,0,8,0,11,4,1,13,13,7,1,12,0,0.0,0.0,-99,-99,-99,0.029999999329447746,0.0,huit
52,64,41,103,0,10,8,0,143,51,26,57,0,6,0,0,3,1,14,13,6,2,16,0,0.0,0.0,-99,-99,-99,0.05999999865889549,0.0,huit
53,64,41,109,0,11,9,0,150,49,25,58,0,6,0,0,3,1,13,13,6,2,17,0,-0.004416741192336815,0.03561835041178289,-99,-99,-99,0.07000000029802322,0.10000000149011612,huit
53,62,42,118,0,11,9,0,158,48,25,58,0,6,0,0,3,1,13,13,6,2,17,0,0.0,0.026714957004674186,-99,-99,-99,0.03999999910593033,0.25,huit
54,62,42,128,0,10,6,0,172,47,25,57,0,5,0,0,3,1,11,12,7,1,10,0,0.006624716907754902,7.961305580127007e-07,-99,-99,-99,0.019999999552965164,0.4399999976158142,huit
55,62,42,135,0,10,6,0,177,46,24,58,0,5,0,0,3,1,11,11,6,1,8,0,0.02318798997995586,-0.04007163937645327,-99,-99,-99,0.0,0.5699999928474426,huit
57,62,41,141,0,10,6,0,181,46,24,58,0,5,0,0,3,1,10,11,6,1,7,0,0.03312496662140063,0.0,-99,-99,-99,0.0,0.7200000286102295,huit
57,61,44,147,0,10,5,0,182,47,24,59,0,5,0,0,3,1,8,10,5,1,5,0,0.06956258785724145,-0.013357478502337093,-99,-99,-99,0.0,0.7699999809265137,huit
59,61,48,147,0,10,4,0,184,49,24,58,0,4,0,0,3,0,7,10,5,1,4,0,0.149062547236678,-0.013356682371779081,-99,-99,-99,0.0,0.8399999737739563,huit
61,61,50,141,0,9,5,0,184,51,25,59,0,3,0,0,3,0,5,10,4,1,2,0,0.1755624020695734,0.04007084324589526,-99,-99,-99,0.0,0.8799999952316284,huit
61,60,49,137,0,6,4,0,183,54,28,61,0,3,0,0,2,0,2,9,5,2,1,0,0.24291668514410486,0.017808909829038794,-99,-99,-99,0.0,0.9200000166893005,huit
62,62,51,135,0,6,3,0,183,55,31,63,0,2,0,0,2,0,1,8,6,2,0,0,0.30143735420704587,0.013357478502337093,-99,-99,-99,0.0,0.9399999976158142,huit
63,67,55,141,0,6,3,0,183,56,32,65,0,2,0,1,2,0,0,9,6,1,0,0,0.3411876362273386,-0.013357453623257156,-99,-99,-99,0.0,0.9800000190734863,huit
65,69,60,147,0,7,2,0,179,57,32,66,0,2,0,1,1,1,1,9,7,2,0,0,0.3842505605220481,0.026711772482442137,-99,-99,-99,0.0,1.0,huit
66,69,61,136,0,7,3,0,176,57,32,65,0,2,0,2,1,0,0,9,7,2,0,0,0.4339376155733987,0.013355886241221068,-99,-99,-99,0.0,1.0,huit
66,71,62,135,0,5,3,0,186,59,33,65,0,2,0,2,1,0,0,9,7,2,0,0,0.4803122134506843,-0.013356682371779081,-99,-99,-99,0.0,1.0,huit
66,72,62,125,0,5,3,0,190,61,34,65,0,2,0,2,1,0,0,9,7,3,0,0,0.51674963724615,0.026714957004674186,-99,-99,-99,0.0,1.0,huit
66,67,60,124,0,5,3,0,192,62,34,66,0,2,0,2,1,0,0,9,7,3,0,0,0.5664374820590012,0.013355886241221068,-99,-99,-99,0.0,1.0,huit
65,69,62,129,0,5,4,0,196,64,33,63,0,3,0,3,1,0,0,10,7,3,0,0,0.612812277376662,-0.013355886241221068,-99,-99,-99,0.0,1.0,huit
64,69,59,124,0,5,4,0,199,64,33,63,0,3,0,3,1,0,0,10,6,3,0,0,0.6492502934932531,0.0,-99,-99,-99,0.0,1.0,huit
64,68,60,125,0,5,5,0,202,63,33,63,0,3,0,3,1,0,0,11,6,3,0,0,0.6890001744627838,1.5922611160254014e-06,-99,-99,-99,0.0,1.0,huit
62,65,58,120,0,5,5,0,205,63,32,62,0,3,0,3,1,0,0,11,6,3,0,0,0.7386874269545096,0.013356682371779081,-99,-99,-99,0.0,1.0,huit
61,66,58,120,0,5,5,0,208,64,33,63,0,3,0,2,2,1,0,12,6,3,0,0,0.7916873093806287,-0.013357378986017342,-99,-99,-99,0.0,1.0,huit
60,62,56,113,0,4,5,0,205,63,31,60,0,3,0,2,2,1,1,12,5,2,0,0,0.8347500670850216,7.961305580127007e-07,-99,-99,-99,0.0,1.0,huit
58,64,60,121,0,4,5,0,212,63,31,60,0,3,0,2,2,1,1,13,4,2,0,0,0.8711876883208625,-0.013356682371779081,-99,-99,-99,0.009999999776482582,1.0,huit
59,65,56,113,0,3,5,0,210,61,30,61,0,3,0,2,2,1,1,13,5,2,0,0,0.9208749737193175,0.026713497431984645,-99,-99,-99,0.05999999865889549,1.0,huit
57,63,55,103,0,3,5,0,213,63,31,61,0,3,0,2,2,1,2,12,4,2,0,0,0.9771871076524441,0.04007163937645327,-99,-99,-99,0.07999999821186066,1.0,huit
56,63,52,100,0,3,5,0,216,65,33,62,0,3,0,2,2,1,2,12,4,2,0,0,0.9937497884035196,0.053426729487116326,-99,-99,-99,0.07999999821186066,1.0,huit
55,63,55,106,0,3,7,0,218,66,32,62,0,4,0,2,2,0,1,13,4,1,0,0,1.0500621526837506,0.09349757273301158,-99,-99,-99,0.07000000029802322,1.0,huit
